Tiêu đề,Số phòng,Vị trí ,Giá,Giá / Diện tích,Diện tích,Loại hình
BÁN NHÀ 1T2L MỚI XÂT NT CAO CẤP KHU VĂN HOÁ TÂY ĐÔ 4,4,Quận Cái Răng ,"4,9 ",75,65,nhà ở
"BÁN NHÀ 1TRỆT 1LẦU DTSD 180 MẶT TIỀN Đ.NGUYỄN THẦN HIẾN, Q.NINH KIỀU",3,Quận Ninh Kiều,"8,99 ",91,98,nhà ở
"BÁN NHÀ 1TRỆT 1LẦU DTSD 89,4 HẺM ÔTÔ Đ.CMT8 QUẬN BÌNH THỦY, CẦN THƠ",2,Quận Bình Thủy ,"2,39 ",49,49,nhà ở
BÁN NHÀ 1TRỆT 1LẦU MẶT TIỀN ĐƯỜNG LÊ THÁNH TÔN GẦN BẾN NINH KIỀU,3,Quận Ninh Kiều,"16,99 ",168,101,nhà ở
"BÁN NHÀ 1TRỆT 1LẦU MỚI ĐẸP-NỞ HẬU-MẶT TIỀN Đ.ĐỒNG NGỌC SỨ, Q.BÌNH THỦY",3,Quận Bình Thủy ,"6,99 ",40,173,nhà ở
"BÁN NHÀ 1TRỆT 2LẦU ĐẸP DTSD 151,6 NGAY TRUNG TÂM NINH KIỀU, CẦN THƠ",5,Quận Ninh Kiều,"3,39 ",46,74,nhà ở
"BÁN NHÀ 1TRỆT 2LẦU DTSD 188,9 LỘ NHỰA 6M, NGAY TRUNG TÂM TP CẦN THƠ",4,Quận Ninh Kiều,"6,5 ",91,71,nhà ở
BÁN NHÀ 1TRỆT 2LẦU ĐƯỜNG SỐ 5 KDC VĂN HOÁ TÂY ĐÔ,3,Quận Cái Răng ,"5,85 ",66,88,nhà ở
BÁN NHÀ 1TRỆT 2LẦU ĐƯỜNG SỐ 5 KDC VĂN HOÁ TÂY ĐÔ,4,Quận Cái Răng ,"5,6 ",64,88,nhà ở
BÁN NHÀ 1TRỆT 2LẦU ĐƯỜNG SỐ 5 KKDC VĂN HÓ TÂY ĐÔ,4,Quận Cái Răng ,"5,89 ",67,88,nhà ở
Bán Nhà 1Triệt 1Lầu 2 4m x11m Rạch Ông Dựa - Đường Bùi Hữu Nghĩa,2,Quận Bình Thủy ,"1,7 ",39,44,nhà ở
BÁN NHÀ 2 GẦN ĐẠI HỌC CẦN THƠ,2,Quận Cái Răng ,"1,76 ",25,71,nhà ở
Bán nhà 2 lầu 4 phòng ngủ giá tốt KDC Hồng Loan,4,Quận Cái Răng ,"4,98 ",62,80,nhà ở
Bán nhà 2 lầu đường 7B Nam Long 2 giá thu hồi vốn,4,Quận Cái Răng ,"6,4 ",80,80,nhà ở
BÁN NHÀ 2 LẦU GÓC 2 MẶT TIỀN Đ. TRẦN HOÀNG NA VÀ TÚ XƯƠNG TP CẦN THƠ,5,Quận Ninh Kiều,16,117,137,nhà ở
"BÁN NHÀ 2 LẦU MẶT TIỀN ĐƯỜNG LÊ CHÂN KDC 91B , NINH KIỀU CẦN THƠ",4,Quận Ninh Kiều,"6,85 ",93,74,nhà ở
BÁN NHÀ 2 LẦU MẶT TIỀN ĐƯỜNG TRẦN HOÀNG NA KDC HỒNG PHÁT GIÁ ***,4,Quận Ninh Kiều,"8,9 ",96,92,nhà ở
"BÁN NHÀ 2 LẦU MẶT TIỀN ĐƯỜNG VÕ VĂN KIỆT PHƯỜNG AN HOÀ , CẦN THƠ",4,Quận Ninh Kiều,"10,3 ",143,72,nhà ở
BÁN NHÀ 2 LẦU MẶT TIỀN VÕ VĂN KIỆT,4,Quận Ninh Kiều,"10,3 ",143,72,nhà ở
BÁN NHÀ 2 LẦU XÂY MỚI | MẶT TIỀN ĐƯỜNG TRẦN MINH SƠN LỘ 19M,4,Quận Ninh Kiều,"6,6 ",103,64,nhà ở
"BÁN NHÀ 2 MẶT TIỀN ĐƯỜNG TRẦN NAM PHÚ , GIÁ CHỈ 6,5 ",2,Quận Ninh Kiều,"6,5 ",120,54,nhà ở
Bán Nhà 2 Mặt Tiền Giá Tốt KDC 3A,2,Quận Ninh Kiều,"2,59 ",54,48,nhà ở
BÁN NHÀ 2 MẶT TIỀN NGUYỄN VĂN CỪ CÓ HẦM,5,Quận Ninh Kiều,"15,999",232,69,nhà ở
BÁN NHÀ 2 MẶT TIỀN TRẦN NAM PHÚ,1,Quận Ninh Kiều,"8,4 ",80,105,nhà ở
BÁN NHÀ 2 MỚI XÂY GẦN CẦU QUANG TRUNG,2,Quận Cái Răng ,"0,99",14,70,chung cư / căn hộ
BÁN NHÀ 278 tầm vu,3,Quận Ninh Kiều,"2,45 ",46,53,nhà ở
BÁN NHÀ 3 LẦU CÓ HẦM GỬI XE MẶT TIỀN ĐƯỜNG NGUYỄN VĂN CỪ P. AN HOÀ,6,Quận Ninh Kiều,16,232,69,nhà ở
"BÁN NHÀ 3 LẦU CÓ THANG MÁY ĐƯỜNG TRẦN HOÀNG NA , ĐANG CHO THUÊ 30TR/TH",6,Quận Ninh Kiều,"13,9 ",139,100,nhà ở
"BÁN NHÀ 3 LẦU MẶT TIỀN ĐƯỜNG CÁCH MẠNG THÁNG 8 , GẦN SIÊU THỊ COOPMART",6,Quận Bình Thủy ,"10,2 ",94,109,nhà ở
BÁN NHÀ 3 LẦU MẶT TIỀN ĐƯỜNG TRẦN HOÀNG NA P. HƯNG LỢI,8,Quận Ninh Kiều,"12,2 ",117,104,nhà ở
BÁN NHÀ 3 LẦU MẶT TIỀN ĐƯỜNG UNG VĂN KHIÊM PHƯỜNG CÁI KHẾ,6,Quận Ninh Kiều,11,172,64,nhà ở
"BÁN NHÀ 3 LẦU MỚI MẶT TIỀN ĐƯỜNG LÝ THÁI TỔ KDC HƯNG PHÚ , CẦN THƠ",4,Quận Cái Răng ,"11,9 ",132,90,nhà ở
"Bán nhà 3 lầu MT đường Nguyễn Văn Cừ , phường An Hoà . Giá bán 16 ",3,Quận Ninh Kiều,16,232,69,nhà ở
Bán Nhà 3 Tầng Đường D6 Hồng Loan Full Nội Thất - Giá Tốt,4,Quận Cái Răng ,"4,98 ",62,80,nhà ở
"BÁN NHÀ 3 TẦNG HẺM 107 GẦN CHỢ AN CƯ, P. AN CƯ, Q. NINH KIỀU.",3,Quận Ninh Kiều,6,67,90,nhà ở
bán nhà ba l,2,Quận Cái Răng ,"1,43 ","4,3 ",330,nhà ở
"Bán Nhà Cách công viên Lưu Hữu phước 300m, Hẻm lê Lai",2,Quận Ninh Kiều,"2,83 ",46,61,nhà ở
Bán nhà cái khế cồn khương,4,Quận Ninh Kiều,"2,6 ",17,153,nhà ở
"Bán Nhà Cần Thơ 60m2 vừa túi tiền, thương lượng mạnh",2,Quận Bình Thủy ,"1,5 ",25,60,nhà ở
BÁN NHÀ CAO CẤP 1 TRỆT 2 LẦU KDC ĐH Y DƯỢC CẦN THƠ,4,Quận Ninh Kiều,"6,35 ",88,72,nhà ở
Bán Nhà Cấp 4,1,Huyện Phong Điền,"0,8","3,7 ",217,nhà ở
Bán nhà cấp 4 DT lớn chỉ từ 1 tỏi 5,2,Quận Ninh Kiều,"1,5 ",19,80,nhà ở
Bán nhà cấp 4 giá dưới 1 ,2,Quận Bình Thủy ,"0,75",15,50,nhà ở
BAN NHA CẤP 4 GIA RẺ KHU DÂN CƯ ĐẠI HỌC Y DƯỢC PHƯỜNG AN KHÁNH,2,Quận Ninh Kiều,"3,65 ",57,64,nhà ở
Bán nhà cấp 4 Huyện Phong Điền,1,Huyện Phong Điền,"0,8","3,7 ",217,nhà ở
Bán Nhà Cấp 4 Mặt Tiền Rạch Súc Cách Võ Văn Kiệt 500m,1,Quận Bình Thủy ,"1,55 ",13,122,nhà ở
Bán nhà cấp 4 thổ cư hoàn công quận ninh kiều giá dưới 2 ,2,Quận Ninh Kiều,"1,89 ",39,48,nhà ở
"BÁN NHÀ CẶP SÔNG BẾN BẠ, KV PHÚ THUẬN, TÂN PHÚ, CÁI RĂNG",2,Quận Cái Răng ,"1,3 ","9,8 ",132,nhà ở
"BÁN NHÀ CẤP4 KIÊN CỐ RỘNG RÃI,GIÁ BẰNG GIÁ ĐẤT,CÁCH ĐH TÂY ĐÔ 2KM",3,Quận Cái Răng ,"1,4 ",11,126,nhà ở
Bán Nhà chính Chủ cách Trần Hoàng Na 20 met,5,Quận Ninh Kiều,"7,45 ",100,74,nhà ở
Bàn nhà đã hoàn công hẻm 387 đường Trần Nam Phú,2,Quận Ninh Kiều,"2,55 ",41,62,nhà ở
"Bán nhà đất mặt tiền Mậu Thân, Cần Thơ",4,Quận Ninh Kiều,40,101,396,nhà ở
BÁN NHÀ ĐẦU ĐƯỜNG KHU GIẢNG VIÊN CẦN THƠ,3,Quận Ninh Kiều,"4,25 ",51,84,nhà ở
Bán Nhà Đầu Hẻm 28 Mậu Thân Thuận Tiện Ở và Kinh doanh,2,Quận Ninh Kiều,"2,69 ",57,47,nhà ở
Bán Nhà Đẹp 3tầng - Gần Đại Học Kiến Trúc - Khu đô thị mới Hưng Phú,4,Quận Cái Răng ,"3,15 ",56,56,nhà ở
BÁN NHÀ ĐẸP FULL NỘI THAT ĐƯỜNG 30/4,3,Quận Ninh Kiều,"4,25 ",72,59,nhà ở
bán nhà đẹp khu dân cư hồng loan,3,Quận Cái Răng ,"5,85 ",67,88,nhà ở
"Bán nhà đẹp khu dân cư hưng phú 1 cần thơ giá dưới 4,5 ",3,Quận Cái Răng ,"4,3 ",72,60,nhà ở
Bán NHÀ ĐẸP KHU DÂN CƯ VĂN HOÁ TÂY ĐÔ đường số 5,4,Quận Cái Răng ,"5,85 ",66,89,nhà ở
bán nhà đep moi khu công ty8 cai rang gần nam  long,5,Quận Cái Răng ,"4,899",77,64,nhà ở
BÁN NHÀ ĐẸP MỚI XÂY 1 TRỆT 2 LẦU ĐƯỜNG SỐ 7 KHU VĂN HOÁ TÂY ĐÔ,4,Quận Cái Răng ,"4,95 ",76,65,nhà ở
bán nhà đẹp mới xây hẻm 876 trẩn nam phú,3,Quận Ninh Kiều,"3,55 ",51,70,nhà ở
bán nhà đẹp moi xây hưng phú 1,4,Quận Cái Răng ,"6,2 ",78,80,nhà ở
BÁN NHÀ ĐẸP MỚI XAY KHU VAN HOA TAY ĐÔ,4,Quận Cái Răng ,"4,95 ",76,65,nhà ở
BÁN NHÀ ĐHYD 1T2L 4 FULL NT,4,Quận Ninh Kiều,"6,6 ",103,64,nhà ở
BÁN NHÀ ĐƯỜNG B4 KHU DÂN CƯ 91B,6,Quận Ninh Kiều,"4,456",68,65,nhà ở
BÁN NHÀ ĐƯỜNG NHẬT TẢO CÁI RĂNG,3,Quận Cái Răng ,"2,45 ",29,85,nhà ở
BÁN NHÀ ĐƯỜNG TRẦN NAM PHÚ,3,Quận Ninh Kiều,"2,82 ",52,54,nhà ở
BÁN NHÀ ĐƯỜNG TRẦN VĨNH KIẾT,2,Quận Ninh Kiều,"1,99 ",41,48,nhà ở
BÁN NHÀ ĐƯỜNG XÔ VIẾT NGHỆ TỈNH,2,Quận Ninh Kiều,"2,59 ",78,33,nhà ở
bán nhà gần đại hoc cần thơ,3,Quận Ninh Kiều,"3,499",56,63,nhà ở
BÁN NHÀ GẦN HOA VIÊN THÀNH ĐẠT CÁCH HỒ BÚN XÁNG 50M,3,Quận Ninh Kiều,"3,499",56,63,nhà ở
"BÁN NHÀ GẤP KHU DÂN CƯ HƯNG PHÚ,CÁI RĂNG,CẦN THƠ",6,Quận Cái Răng ,"5,1 ",81,63,nhà ở
"BÁN NHÀ GẤP KHU VĂN HÓA TÂY ĐÔ,P. HƯNG THẠNH,CÁI RĂNG,CẦN THƠ",4,Quận Cái Răng ,6,60,100,nhà ở
Bán nhà giá ngộp KDC Quân Đội,2,Quận Cái Răng ,"1,99 ",21,97,nhà ở
Bán Nhà Giá Rẻ Ngay Trung Tâm Cần Thơ,2,Quận Ninh Kiều,"2,6 ",39,67,nhà ở
Bán nhà Giá rẻ nhất kdc Hồng Loan 1 trệt 2 lầu 4ty980,4,Quận Cái Răng ,"4,98 ",62,80,nhà ở
BÁN NHÀ GÓC 2 MẶT TIỀN ĐƯỜNG NGUYỄN NGỌC TRAI PHƯỜNG XUÂN KHÁNH,2,Quận Ninh Kiều,"7,5 ",80,94,nhà ở
BÁN NHÀ GÓC 2 MẶT TIỀN ĐƯỜNG NGUYỄN VIỆT HỒNG. GIÁ 12  500 TRIỆU,3,Quận Ninh Kiều,"12,5 ",152,82,nhà ở
BÁN NHÀ GÓC 2 MẶT TIỀN ĐƯỜNG TRẦN HOÀNG NA VÀ TÚ XƯƠNG KDC HỒNG PHÁT,10,Quận Ninh Kiều,16,117,137,nhà ở
"Bán Nhà Góc 2 mặt tiền đường Trần Hưng Đạo và Lê Bình, Quận Cái Răng",3,Quận Cái Răng ,9,85,106,nhà ở
"BÁN NHÀ GÓC 2 MẶT TIỀN TRỤC CHÍNH HẺM 107/68 HOÀNG VĂN THỤ, P. AN CƯ",2,Quận Ninh Kiều,"2,1 ",71,30,nhà ở
BÁN NHÀ GÓC TRỆT 2LẦU ĐƯỜNG TRẦN HOÀNG NA VÀ TÚ XƯƠNG,2,Quận Ninh Kiều,16,117,137,nhà ở
BÁN NHÀ HẺM 1 HOÀNG VĂN THỤ,1,Quận Ninh Kiều,"1,19 ",53,22,nhà ở
"Bán nhà Hẻm 102 đường Lê Lai, Phường An Phú, Ninh Kiều, Cần Thơ",2,Quận Ninh Kiều,"2,83 ",46,62,nhà ở
bán nhà hẻm 112 hoàng quốc viet,4,Quận Ninh Kiều,"4,35 ",73,60,nhà ở
BÁN NHÀ HẺM 14 NGUYỄN THỊ MINH KHAI,2,Quận Ninh Kiều,"1,09 ",58,19,nhà ở
"Bán nhà hẻm 190m2 đường lý tự trọng, quận ninh kiều, tp cần thơ",3,Quận Ninh Kiều,"6,8 ",36,190,nhà ở
Bán nhà hẻm 233 nguyễn văn cừ,2,Quận Ninh Kiều,"2,6 ",31,83,nhà ở
BAN NHÀ HẺM 286 CÁCH MẠNG THÁNG TÁM,2,Quận Bình Thủy ,"1,49 ",38,39,nhà ở
Bán nhà hẻm 34 Nguyễn Trãi Q NInh Kiều,2,Quận Ninh Kiều,3,63,48,nhà ở
Bán nhà hẻm 36 Nguyễn Thông lộ Oto,3,Quận Bình Thủy ,"6,3 ",32,197,nhà ở
BAN NHÀ HẺM 366 BÌNH THỦY,3,Quận Bình Thủy ,"1,95 ",47,42,nhà ở
Bán nhà hẻm 388 nguyễn văn cừ,1,Quận Ninh Kiều,"1,17 ",30,39,nhà ở
BÁN NHÀ HẺM 66 NGUYỄN VĂN CỪ,2,Quận Ninh Kiều,"2,85 ",37,76,nhà ở
Bán nhà hẻm 70 trần hưng đạo thông qua chợ an nghiệp,2,Quận Ninh Kiều,750 triệu,38,20,nhà ở
"Bán Nhà Hẻm 73 đường Nguyễn Trải, Phường Tân An Quận Ninh Kiều.",2,Quận Ninh Kiều,"1,25 ",47,26,nhà ở
BAN NHÀ HEM 75 HÙNG VƯƠNG,3,Quận Ninh Kiều,"2,49 ",46,54,nhà ở
Bán nhà hẻm đường huỳnh thúc kháng gần chợ an nghiệp giá dưới 2 ,2,Quận Ninh Kiều,"1,6 ",33,49,nhà ở
BÁN NHÀ HẺM ĐƯỜNG MẬU THÂN,1,Quận Ninh Kiều,"1,35 ",45,30,nhà ở
"Bán nhà hẻm đường Nguyễn Văn Cừ, P An Hoà,  Q Ninh Kiều, Cần Thơ",2,Quận Ninh Kiều,"1,95 ",39,50,nhà ở
BÁN NHÀ HẺM ĐƯỜNG TRẦN BÌNH TRỌNG,2,Quận Ninh Kiều,"2,19 ",32,69,nhà ở
BÁN NHÀ HẺM HỒ BÚN XÁNG HẺM 51,2,Quận Ninh Kiều,"1,59 ",53,30,nhà ở
Bán nhà hẻm hoàng văn thụ,2,Quận Ninh Kiều,"1,25 ",47,26,nhà ở
"Bán nhà hẻm liên tổ 1-2 nguyễn văn cừ , trệt lửng",2,Quận Ninh Kiều,"2,89 ",43,67,nhà ở
Bán nhà hẻm lớn đường mậu thân xuân khánh ninh kiều cần thơ,2,Quận Ninh Kiều,"3,15 ",63,50,nhà ở
"BÁN NHÀ HẺM NHÀ THỜ NGUYỄN THỊ MINH KHAI, TÂN AN, NINH KIỀU, TP CT",1,Quận Ninh Kiều,"2,08 ",42,50,nhà ở
"Bán nhà hẻm nhánh đường trần văn ơn, trệt lầu đúc",2,Quận Ninh Kiều,"2,38 ",54,44,nhà ở
"Bán nhà hẻm oto đường hoàng quốc việt giá bán dưới 2,5 ",2,Quận Ninh Kiều,"2,45 ",49,50,nhà ở
"Bán nhà hẻm, dt 5x10, 2, 2nvs, 1bêp, 1 phong kha",3,Quận Ninh Kiều,"2,8 ",56,50,nhà ở
bán nhà hemz 278 Tầm Vu,2,Quận Ninh Kiều,"2,65 ",52,51,nhà ở
"Bán nhà hướng đông hẻm đường trần việt châu giá bán dưới 2,5 ",2,Quận Ninh Kiều,"2,39 ",37,65,nhà ở
Bán nhà hướng đông khu dân cư mặt tiền sáng đẹp lộ giới rộng,5,Quận Cái Răng ,"4,9 ",78,63,nhà ở
BÁN NHÀ KDC HOÀNG QUÂN CÓ SỔ HẺM KĨ THUẬT 4M SAU NHÀ,2,Quận Cái Răng ,"2,25 ",32,70,nhà ở
"Bán nhà kdc NAM LONG hướng Đông Bắc giá tốt 5,3 ",3,Quận Cái Răng ,"5,3 ",66,80,nhà ở
"Bán nhà kdc NAM LONG hướng Đông Bắc giá tốt 5,3 ",3,Quận Cái Răng ,"5,3 ",66,80,nhà ở
Bán nhà khu dân cư nam cần thơ trục thông lộ 47m nam long,3,Quận Cái Răng ,"4,25 ",53,80,nhà ở
bán nhà khu dân cư nam long,4,Quận Cái Răng ,5,63,80,nhà ở
"Bán nhà khu metro sau siêu thị metro siêu thị mega giá dưới 2,5 ",2,Quận Ninh Kiều,"2,29 ",41,56,nhà ở
BÁN NHÀ KHU VỰC AN KHÁNH-ĐANG HOT NHẤT CẦN THƠ. GẦN CÁC TRƯỜNG,2,Quận Ninh Kiều,"2,78 ",65,43,nhà ở
"Bán nhà lầu 2 tầng ,mặt tiền đường 3/2, ngay trung tâm TP Cần Thơ",6,Quận Ninh Kiều,"5,5 ",89,62,nhà ở
BÁN NHÀ LẦU CÓ SÂN ĐẬU ÔTÔ - HẺM 876 TRẦN NAM PHÚ,3,Quận Ninh Kiều,"3,45 ",49,70,nhà ở
Bán Nhà Lầu Đầu Hẻm 28 Mậu Thân Kế ĐHYD Và ĐHCT,2,Quận Ninh Kiều,"2,69 ",57,48,nhà ở
"Bán nhà lầu đẹp KDC Phú An, Cái Răng, Cần Thơ",3,Quận Cái Răng ,"2,8 ",44,63,nhà ở
Bán nhà lầu hẻm 387 Trần Nam Phú - Gần Đại Học Y Dược Cần Thơ,2,Quận Ninh Kiều,"2,69 ",60,45,nhà ở
Bán Nhà Lầu Hẻm 54 Hùng Vương + Tặng Nội Thất Trong Nhà,2,Quận Ninh Kiều,"2,65 ",55,48,nhà ở
BÁN NHÀ LẦU LỬNG GIÁP KDC METRO NGUYỄN VĂN LINH,2,Quận Ninh Kiều,"2,29 ",41,56,nhà ở
"BÁN NHÀ LẦU MẶT TIỀN ĐƯỜNG VÕ VĂN KIỆT , PHƯỜNG AN HOÀ , NINH KIỀU",3,Quận Ninh Kiều,"10,3 ",143,72,nhà ở
bán nhà lầu mặt tiền Phạm Thế Hiển KDC Thới Nhựt 1 - gần Chợ An Khánh,3,Quận Ninh Kiều,"3,15 ",79,40,nhà ở
Bán nhà lầu mặt tiền tạ thị phi - vị trí phù hợp kinh doanh và ở .,2,Quận Bình Thủy ,"2,95 ",42,70,nhà ở
BÁN NHÀ LẦU MỚI ĐẸP 3 PHÒNG NGỦ VÀO Ở LIỀN,3,Quận Bình Thủy ,"1,95 ",39,50,nhà ở
Bán nhà lầu mới đẹp hẻm 157 nguyễn truyền thanh,2,Quận Bình Thuỷ ,"1,55 ",52,30,nhà ở
Bán nhà lầu mới đẹp hoàn công rồi hẻm 124 Phạm Ngũ Lão,2,Quận Ninh Kiều,"2,69 ",56,48,nhà ở
"Bán nhà lầu mới hiện đại sang trọng ngay hồ bún xáng giá dưới 3,5 ",3,Quận Ninh Kiều,"3,495",54,65,nhà ở
Bán nhà lầu mới hoàn công rồi đường cách mạng tháng 8,2,Quận Bình Thủy ,"2,29 ",51,45,nhà ở
"Bán nhà lầu mới hoàn thiện đầy đủ công năng giá dưới 2,5 ",2,Quận Bình Thủy ,"2,29 ",57,40,nhà ở
Bán nhà lầu mới xây kế Hoa Viên Thành Đạt - cách Hồ Bún Xáng 50m,3,Quận Ninh Kiều,"3,499",56,63,nhà ở
"Bán nhà lầu trung tâm phường cái khế giá bán gấp giá dưới 2,6 ",2,Quận Ninh Kiều,"2,5 ",56,45,nhà ở
BÁN NHÀ LỬNG LẦU ĐÚC HẺM NHÁNH BỜ KÈ MẠC THIÊN TÍCH,2,Quận Ninh Kiều,"1,79 ",56,32,nhà ở
Bán nhà mặt tiền 3/2 có dòng tiền thu nhập ổn định gần hẻm 51,1,Quận Ninh Kiều,"14,5 ",171,85,nhà ở
BÁN NHÀ MẶT TIỀN 3/2 NGANG 8M,3,Quận Ninh Kiều,"29,999",74,405,nhà ở
Bán nhà mặt tiền 40m2 Vị Trí Đắc Địa phù hợp kinh doanh Đường Mậu Thân,3,Quận Ninh Kiều,"4,8 ",120,40,nhà ở
BÁN NHÀ MẶT TIỀN ĐỒNG VĂN CỐNG,1,Quận Bình Thủy ,"7,1 ",93,76,nhà ở
Bán nhà mặt tiền đường Lê Thị Hồng Gấm p. Thới An Đông,3,Quận Bình Thủy ,"2,25 ","5,6 ",400,nhà ở
"BÁN NHÀ MẶT TIỀN ĐƯỜNG LÝ TỰ TRỌNG , CẶP BÊN CÔNG VIÊN LƯU HỮU PHƯỚC",4,Quận Ninh Kiều,"15,9 ",261,61,nhà ở
"BÁN NHÀ MẶT TIỀN ĐƯỜNG MẠC THIÊN TÍCH (đoạn 3/2), Phường Xuân Khánh",3,Quận Ninh Kiều,"8,5 ",127,67,nhà ở
"Bán nhà mặt tiền đường mậu thân  , trệt 3 lầu",3,Quận Ninh Kiều,"20,5 ",214,96,nhà ở
BÁN NHÀ MẶT TIỀN ĐƯỜNG MẬU THÂN (gần chợ Xuân Khánh) . Đang cho thuê,3,Quận Ninh Kiều,"17,5 ",265,66,nhà ở
BÁN NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN AN NINH (Gần Bến Ninh Kiều),3,Quận Ninh Kiều,"15,5 ",204,76,nhà ở
BÁN NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN AN NINH GẦN BẾN NINH KIỀU CẦN THƠ,2,Quận Ninh Kiều,"14,8 ",168,88,nhà ở
BÁN NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN HIỀN - TRỤC CHÍNH KDC 91B,4,Quận Ninh Kiều,10,111,90,nhà ở
BÁN NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN VĂN CỪ GẦN NGÃ TƯ MẬU THÂN P. AN HOÀ,2,Quận Ninh Kiều,15,96,157,nhà ở
BÁN NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN VĂN CỪ GẦN TRƯỜNG ĐẠI HỌC Y DƯỢC,2,Quận Ninh Kiều,"11,7 ",111,105,nhà ở
BÁN NHÀ MẶT TIỀN ĐƯỜNG PHẠM HÙNG,2,Quận Cái Răng ,12,46,263,nhà ở
"BÁN NHÀ MẶT TIỀN ĐƯỜNG PHAN ĐÌNH PHÙNG , GẦN BẾN NINH KIỀU CẦN THƠ",2,Quận Ninh Kiều,11,151,73,nhà ở
BÁN NHÀ MẶT TIỀN ĐƯỜNG TRẦN CHIÊN GẦN TRƯỜNG ĐẠI HỌC TÂY ĐÔ,2,Quận Cái Răng ,"4,5 ",42,107,nhà ở
BÁN NHÀ MẶT TIỀN ĐƯỜNG TRẦN HƯNG ĐẠO,3,Quận Ninh Kiều,"13,9 ",178,78,nhà ở
"Bán Nhà Mặt Tiền Đường Trần Ngọc Quế Cách 3/2 Chỉ 50m, P.Xuân Khánh",3,Quận Ninh Kiều,"29,3 ",100,293,nhà ở
bán nhà mặt tiền đường trần văn trà cặp bên siêu thị big go cần thơ,4,Quận Cái Răng ,11,122,90,nhà ở
"BÁN NHÀ MẶT TIỀN ĐƯỜNG TRẦN VIỆT CHÂU , PHƯỜNG AN HOÀ , NINH KIỀU",2,Quận Ninh Kiều,"11,5 ",195,59,nhà ở
"BÁN NHÀ MẶT TIỀN ĐƯỜNG UNG VĂN KHIÊM PHƯỜNG CÁI KHẾ , GIÁ CHỈ 10,5 ",7,Quận Ninh Kiều,"10,5 ",164,64,nhà ở
"BÁN NHÀ MẶT TIỀN ĐƯỜNG XÔ VIẾT NGHỆ TĨNH , GẦN UỶ BAN P. AN CƯ",3,Quận Ninh Kiều,"7,5 ",144,52,nhà ở
Bán nhà mặt tiền góc ngã tư Võ Văn Kiệt - Lộ 40m,4,Quận Bình Thủy ,"18,5 ",105,176,nhà ở
BÁN NHÀ MẶT TIỀN HẺM 8 ĐINH TIÊN HOÀNG,2,Quận Ninh Kiều,"5,5 ",40,136,nhà ở
Bán nhà mặt tiền kinh doanh gần vincom hưng lợi giá dưới 2 ,1,Quận Ninh Kiều,"1,89 ",86,22,nhà ở
Bán nhà mặt tiền lộ nhựa 6m,4,Quận Cái Răng ,"2,2 ",11,195,nhà ở
Bán Nhà Mặt Tiền Mậu Thân,4,Quận Ninh Kiều,22,229,96,nhà ở
BÁN NHÀ MẶT TIỀN NGUYỄN VĂN CỪ,2,Quận Ninh Kiều,"11,7 ",117,100,nhà ở
BÁN NHÀ MẶT TIỀN NGUYỄN VĂN CỪ ĐỐI DIỆN BỆNH VIỆN SIS,1,Quận Ninh Kiều,"11,7 ",118,99,nhà ở
BÁN NHÀ MẶT TIỀN NGUYỄN VĂN CỪ GIÁ TỐT,1,Quận Ninh Kiều,13,98,133,nhà ở
"Bán Nhà Mặt Tiền Quốc Lộ 1A Kdc Văn Hoá Tây Đô, Cái Răng, CT",5,Quận Cái Răng ,"9,5 ",93,102,nhà ở
BÁN NHÀ MẶT TIỀN TRẦN HOÀNG NA GIÁ TỐT,4,Quận Ninh Kiều,10,111,90,nhà ở
BÁN NHÀ MẶT TIỀN TRẦN NAM PHÚ,1,Quận Ninh Kiều,"9,6 ",76,127,nhà ở
BÁN NHÀ MẶT TIỀN TRẦN VĨNH KIẾT AN BÌNH NINH KIỀU GÍA 2  9,1,Quận Ninh Kiều,"2,9 ",73,40,nhà ở
BÁN NHÀ MẪU BIỆT THỰ KDC HOÀNG QUÂN,2,Quận Cái Răng ,"2,3 ",33,70,nhà ở
"Bán Nhà Mini Trệt Lầu 2 Phòng Ngủ Hẻm 6 Bùi Thị Xuân, Q.Ninh Kiều",2,Quận Ninh Kiều,"1,45 ",61,24,nhà ở
Bán Nhà Mới - Full Nội Thất - Lộ Ô Tô. Cách Nguyễn Văn Cừ 1km,2,Quận Bình Thủy ,"1,72 ",33,52,nhà ở
BÁN NHÀ MỚI 100% TRUNG TÂM TP CẦN THƠ,2,Quận Cái Răng ,"2,2 ",44,50,chung cư / căn hộ
BÁN NHÀ MỚI 1T2L ĐS7 KHU VĂN HOÁ TÂY ĐÔ 4 FULL NT CAO CẤP,4,Quận Cái Răng ,"4,95 ",76,65,nhà ở
BÁN NHÀ MỚI D6 KDC HỒNG LOAN,4,Quận Cái Răng ,"5,79 ",72,80,nhà ở
Bán Nhà Mới Đẹp - Ngay Chợ Cái Chanh - Có 2 Căn Liền Kề,3,Quận Cái Răng ,"1,75 ",39,45,nhà ở
Bán nhà mới đẹp 3 phòng ngủ vừa hoàn thiện hẻm 88 Lê Lai,3,Quận Ninh Kiều,"3,39 ",85,40,nhà ở
